News Name,Post Date,Post Links,Data inside Links,Image Link
Vivek Agnihotri apologises to HC for accusing Justice S Muralidhar of bias in Gautam Navlakha case,"Dec 06, 2022 · 12:04 pm",https://scroll.in/latest/1039136/vivek-agnihotri-apologises-to-delhi-hc-for-remarks-about-justice-s-muralidhar,"Filmmaker Vivek Agnihotri on Tuesday tendered an unconditional apology to the Delhi High Court for his comments accusing Justice S Muralidhar of being biased after he passed an order in 2018 to quash transit remand and house arrest of activist Gautam Navlakha in connection to the Bhima Koregaon case, reported Bar and Bench.
The apology came on a contempt case initiated by the Delhi High Court in 2018 against Agnihotri and former Reserve Bank of India Director S Gurumurthy, who had also made similar allegations. Justice Muralidhar was a judge of the Delhi High Court in 2018. He is currently the chief justice of the Orissa High Court.
In August 2018, the Pune Police had detained Navlakha from Delhi in the Bhima Koregaon case and obtained a transit remand to take him to Maharashtra to put him under house arrest. In October that year, Justice Muralidhar had set aside the transit remand and ordered that Navlakha be released from house arrest.
After the order, Agnihotri had tweeted alleging Muralidhar of being biased. Meanwhile, Gurumurthy, a Rashtriya Swayamsevak Sangh ideologue, had tweeted the link to an article which claimed that the judge’s wife was a close friend of Navlakha.
The High Court then initiated contempt proceedings against both of them.
In an affidavit submitted before the High Court on Tuesday, Agnihotri claimed that he had deleted his tweets about Muralidhar. The amicus curiae in the case, however, submitted that the tweets had been taken down by Twitter and not deleted by Agnihotri.
Despite the apology, a bench of Justices Siddharth Mridul and Talwant Singh directed Agnihotri to appear before the court when the matter is taken up next on March 16, 2023.
“We are asking him [Agnihotri] to remain present because he is the contemnor,” the court said. “Does he have any difficulty if he has to express remorse in person? The remorse cannot always be expressed by way of an affidavit.”
Navlakha is one of the accused persons in the Bhima Koregaon case, which pertains to caste violence in a village near Pune in 2018. The 70-year-old activist was among 16 people arrested for allegedly plotting the violence.
Last month, he was put under house arrest after being released from Taloja Jail in Navi Mumbai, where he had been lodged for more than two years. On November 10, the Supreme Court had allowed Navlakha to be placed under house arrest for a month. This was after the activist filed a plea seeking to be shifted from jail on the grounds of ill health and poor facilities in prison.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183934-ydvtpnqusf-1670307180.jpeg
Ludhiana court blast: NIA arrests alleged key conspirator from Delhi airport,"Dec 02, 2022 · 11:39 am",https://scroll.in/latest/1038844/ludhiana-court-blast-nia-arrests-alleged-key-conspirator-from-delhi-airport,"The National Investigation Agency on Friday said it has arrested the alleged key conspirator behind the Ludhiana court bomb blast that took place in December last year, PTI reported.
The accused man, Harpreet Singh, was arrested at the Indira Gandhi International Airport in New Delhi. The agency had declared a reward of Rs 10 lakh for Singh.
One person was killed and five others were injured in the blast. The police had said that they suspect that the man who died on the second-floor toilet of the court complex was trying to assemble or plant an explosive device.
A National Investigation Agency spokesperson said that Singh, along with an associate of Lakhbir Singh Rode, the Pakistan-based chief of the International Sikh Youth Federation, were the main conspirators in the blast.
The International Sikh Youth Federation is a banned organisation that seeks to establish an independent homeland for the Sikh community.
“Acting on the directions of Rode, Singh coordinated the delivery of the custom-made Improvised Explosive Device, which had been sent from Pakistan to his India-based associates, that was used in the blast,” the spokesperson said, according to PTI. “Further investigations in the case are in progress.”
Singh was also involved and wanted in various cases, including smuggling of explosives, arms and narcotics, the spokesperson added.
The investigating agency has already arrested three more persons – Surmukh Singh Sammu, Dilbagh Singh Baggo and Rajanpreet Singh – in connection with the blast, reported The Indian Express.
Of these, Rajanpreet Singh had allegedly given the IED to Gagandeep Singh Gaggi, a dismissed Punjab Police official who had died trying to allegedly plant or assemble the explosive.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/167992-sniynvddmg-1640403618.jpg
"Sikh woman shot dead in Canada, police say ‘targeted incident’","Dec 05, 2022 · 05:05 pm",https://scroll.in/latest/1039080/sikh-woman-shot-dead-in-canada-police-say-targeted-incident,"A 21-year-old Sikh woman was shot dead on Saturday in Canada’s Ontario province, in what the police described as a “a targeted incident”.
Pawanpreet Kaur, a resident of Brampton, was fatally shot by an unidentified assailant on Saturday night in Mississauga city of Ontario, according to a press release by the Peel Regional Police.
“The suspect was dressed in all dark clothing and was observed leaving the scene on foot following the incident,” the release stated. “Police believe that this was a targeted incident and there is no threat to the public safety.”
At 10:39 pm on Saturday, the police received information about a woman being shot and located the victim with apparent gunshot wounds upon arrival at the scene. “Life-saving measures were attempted however the victim succumbed to her injuries,” the press release added.
“We saw her fall down and then suddenly the gunman pointed the gun at her head,” the Toronto Sun newspaper quoted a witness, Carmela Sandoval, as saying.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/75678-urtskqhtcu-1614759979.jpg
Gujarat moves SC to lift High Court stay on some sections of anti-conversion law,"Dec 04, 2022 · 08:08 pm",https://scroll.in/latest/1039009/gujarat-moves-sc-to-lift-high-court-stay-on-some-sections-of-anti-conversion-law,"The Gujarat government on Saturday urged the Supreme Court to lift the stay imposed by the High Court on certain sections of the state’s amended anti-conversion law, PTI reported.
In August last year, the Gujarat High Court had put a stay on several sections of the Gujarat Freedom of Religion (Amendment) Act on August 19, 2021. The law had been passed in April last year to stop the “emerging trend in which women are lured to marriage for the purpose of religious conversion”.
The legislation is an amendment to the state’s Freedom of Religion Act of 2003.
In an affidavit submitted to the Supreme Court, the Gujarat government has said that the law passed in 2003, and more particularly Section 5 of the Act, has been “holding the field for the last 18 years” to achieve the objective “to maintain the public order”.
Section 5 of the law states that priests must take prior permission from the district magistrate for converting any person. The person who wishes to get converted also needs to inform the district magistrate in a prescribed form.
The Gujarat government made the submission in response to a petition filed by advocate and Bharatiya Janata Party leader Ashwini Kumar Upadhyay. He has sought directions to the Union and state governments to take steps to prevent black magic, superstition and forceful religious conversions.
In Saturday’s affidavit, the government said that the requirement of taking prior permission prevents forcible conversion and protects the freedom of conscience guaranteed to the citizens.
“It is submitted that the steps stipulated in Section 5 are the precautions to ensure the process of renouncing one religion and adopting another is genuine, voluntary and bona fide and free from any force, allurement and fraudulent means,” the government said in the affidavit.
The government also added that freedom of religion does not include a fundamental right to convert people to other faiths.
“The said right certainly does not include the right to convert an individual through fraud, deception, coercion, allurement or other such means,” it said.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/160779-tceexznmrz-1624640203.jpg
"Gujarat polls: 61 of 181 AAP candidates have criminal records, show election watchdog reports","Nov 29, 2022 · 09:55 am",https://scroll.in/latest/1038545/gujarat-polls-61-of-181-aap-candidates-have-criminal-records-show-election-watchdog-reports,"Sixty-one of the 181 Aam Aadmi Party candidates contesting the Gujarat Assembly elections have declared criminal cases against themselves, showed two reports by non-governmental organisation Association for Democratic Reforms.
The Assembly polls in Gujarat will be held in two phases on December 1 and December 5. The results will be declared on December 8. The Congress, the Bharatiya Janata Party and the Aam Aadmi Party are the main contenders in the polls.
An analysis of the reports on the two phases published by the Association for Democratic Reforms on November 24 and November 28 showed that 330 of the 1,621 candidates contesting the polls have declared criminal cases against themselves.
This is an increase in such declarations from the 2017 Assembly elections when 238 candidates had criminal cases against them.
(Courtesy of Association for Democratic Reforms)
(Courtesy of Association for Democratic Reforms)
The analysis showed that 60 of the 179 candidates from the Congress have been named in criminal cases, while the figure stood at 32, out of 182 candidates, for the ruling Bharatiya Janata Party.
Forty of the Aam Aadmi Party candidates have serious criminal cases against them, the Congress has 28 such candidates and the BJP 25. The Association for Democratic Reforms defines serious crimes as non-bailable offences that attract a maximum punishment of five years and more. These are crimes related to assault, murder, kidnap and rape, as well as crimes against women and corruption cases.
BJP’s Jetha Bharwad, contesting the Shehra seat, has been accused of rape. Five candidates have declared cases related to murder.
Gujarat Assembly Elections 2022 (Phase I): Analysis of Criminal Background, Financial, Education, Gender and other Details of Candidates#ADRReport: https://t.co/Q04NJ9IDfp#GujaratAssemblyElections2022 #AssemblyElections2022 #Elections2022 pic.twitter.com/GO9G186g6m
— ADR India & MyNeta (@adrspeaks) November 24, 2022
The Association for Democratic Reforms said that the directions given by the Supreme Court have not had any effect on political parties as 21% of the candidates vying in the first phase of polling, and around 20% in the second phase, have criminal cases against them.
In February 2020, the Supreme Court had passed an order directing political parties to cite reasons for selecting candidates having criminal history and as to why those who did not have any such records were not considered.
The Association for Democratic Reforms also said that the data shows that political parties “have no interest in reforming the electoral system and our democracy will continue to suffer at the hands of lawbreakers who become lawmakers.”
#GujaratAssemblyElections2022 Phase II: Analysis of Criminal Background, Financial, Education, Gender and other Details of Candidates#ADRReport: https://t.co/WMcIUFMEDr#GujaratElections2022 #AssemblyElections2022 #Elections2022 pic.twitter.com/janfo7KGPr
— ADR India & MyNeta (@adrspeaks) November 28, 2022
Over 450 candidates crorepatis
Of the 1,621 candidates, 456 of them, or 28%, have a declared wealth of over Rs 1 crore, the reports showed. In the 2017 polls, there were 397 candidates having wealth above Rs 1 crore.
In this year’s elections, the BJP has given tickets to the highest number of crorepatis with 154 such candidates, followed by 142 from the Congress and 62 from the Aam Aadmi Party.
BJP candidate from Mansa Jayantibhai Somabhai Patel is the richest with a total assets of over Rs 661 crore, followed by Balvantsinh Chandansinh Rajput, who also from the ruling party, with more than Rs 372 crore and Aam Aadmi Party’s Ajitsinh Parsottamdas Thakor with more than Rs 343 crore.
All these three candidates are contesting in the second phase.
Six candidates have declared zero assets in their affidavits. Neither of them belong to the Congress, the BJP or the Aam Aadmi Party.
(Courtesy of Association for Democratic Reforms)
(Courtesy of Association for Democratic Reforms)
Also read:
The ‘Gujarat development model’ is proof that trickle-down economics is a fantasy",https://s01.sgp1.cdn.digitaloceanspaces.com/article/32964-lrlgrefnxh-1669694767.jpg
"‘World has changed, CBI should too’: SC says agency’s manual needs to be updated","Dec 06, 2022 · 12:02 pm",https://scroll.in/latest/1039133/world-has-changed-cbi-should-too-sc-says-agencys-manual-needs-to-be-updated,"The manual of the Central Bureau of Investigation needs to be updated, the Supreme Court observed on Monday, reported Live Law. The court was hearing a plea seeking directions to law enforcement agencies to specify guidelines on seizure, examination and preservation of digital and electronic devices and their contents.
“The world has changed, the CBI must also change,” commented Justice SK Kaul, who is part of a bench that also comprises Justice AS Oka.
At Monday’s hearing, Senior Advocate Nitya Ramakrishnan, appearing on behalf of the petitioners, told the court that the CBI manual has been kept in a sealed cover and is not accessible.
“Any procedure that is meant to protect the citizen cannot be lying in a sealed cover in an office,” she submitted. “What the CBI procedure says we don’t know.”
Ramakrishnan argued that other agencies constantly update their manuals to deal with the challenges to privacy.
In response, Additional Solicitor General SV Raju said that the manual is available on the internet. To this, the court asked him why the manual has kept in a sealed cover if it is publicly accessible.
“There is some resistance from the department,” Raju replied.
The matter will now be listed after February 7, the judges said.
The petition
The petition has been filed by five academics – Jawaharlal Nehru University professor Ram Ramaswamy, Savitribai Phule Pune University professor Sujata Patel, professor of Cultural Studies at Hyderabad’s English and Foreign Languages University Madhava Prasad, professor of Modern Indian history at Jamia Millia Islamia Mukul Kesavan and theoretical ecological economist Deepak Malghan.
The petitioners have sought directions to the investigating agencies and the police, including seeking permission from a judicial magistrate before accessing or seizing electronic devices and specifying how the material is relevant or linked to the alleged offence.
In the case of urgent seizures, the petition submitted that reasons for not seeking permission should be provided to the owner of the device in writing. The owner of the electronic device should not be forced to reveal passwords, ideally, a copy of the hard drive should be taken and not the original, and the hard disks must be examined in the presence of the owner of the device.
The plea also mentioned that several persons from whom devices have been seized in alleged offences registered in the recent past belong to the academic field or are noted authors.
“The academic community does and stores its research and writing in the electronic or digital medium, and the threat of damage, distortion, loss or premature exposure of academic or literary work in the event of seizure of electronic devices is considerable,” the petition added.
In November, the Centre had said in an affidavit that right to privacy is not absolute and can be subjected to restrictions. It had argued that any blanket order regarding the return of digital and electronic devices of a person under investigation would be inappropriate",https://s01.sgp1.cdn.digitaloceanspaces.com/article/165739-gazfudcltg-1646754834.jpg
"BJP should not act like Pakistani raiders from 1947, says Mehbooba Mufti","Nov 27, 2022 · 08:01 pm",https://scroll.in/latest/1038455/bjp-should-not-act-like-pakistani-raiders-from-1947-says-mehbooba-mufti,"Peoples Democratic Party chief Mehbooba Mufti on Sunday said that the Bharatiya Janata Party should not behave like raiders who had entered Kashmir from Pakistan in 1947, The Hindu reported.
The former Jammu and Kashmir chief minister made the statement while addressing a youth convention of the party in Srinagar.
“In 1947, people of Kashmir had no guns but they fought the raiders from Pakistan successfully,” Mufti said. “I warn the BJP not to act like raiders in Kashmir. People know how to fight such raiders.”
On October 26, 1947, the ruler of the princely state of Jammu and Kashmir, Maharaja Hari Singh, signed an agreement with India called the Instrument of Accession. Under the agreement, Jammu and Kashmir became a part of the Indian Union with the Centre’s law-making powers over the state restricted to just three subjects – defence, external affairs and communications.
Maharaja Hari Singh had signed the agreement amid a tribal invasion of the erstwhile princely state that was supported by Pakistan.
On Sunday, the Peoples Democratic Party chief remarked that India is not synonymous with the BJP. “The India which we joined is Jawaharlal Nehru’s India, [MK] Gandhi ji’s India, Maulana Abul Kalam Azad’s India, it is the India of Rahul Gandhi who is travelling the country for Hindu-Muslim unity, it is Tushar Gandhi’s India,” she said, according to PTI.
PDP President @MehboobaMufti while addressing a day-long @YouthJKPDP convention. pic.twitter.com/1meqVGJzft
— J&K PDP (@jkpdp) November 27, 2022
Mufti said that her party would continue to struggle for the restoration of Jammu and Kashmir’s special status.
“I swear by Allah whatever the BJP snatched from us on August 5 will be brought back with interest,” she said. “The PDP is moving ahead on the roadmap of [PDP patron] late Mufti Mohammad Sayeed and will take his mission to its logical end.”
On August 5, 2019, the Centre abrogated Articles 370 and 35A of the Constitution. While Article 370 gave special status to Jammu and Kashmir, Article 35A granted the erstwhile state’s legislature the power to define the “permanent residents” of the state and provide them with special rights and privileges.
The erstwhile state was also bifurcated into two Union Territories – Jammu and Kashmir, and Ladakh – following the August 5 decision.
The Gupkar alliance, a tie-up of six parties, including the Peoples Democratic Party, was formed in October 2020 with the objective of reinstating Article 370.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/164203-yixnubybum-1632112435.jpg
Gujarat Assembly polls: Former BJP minister Jay Narayan Vyas joins Congress,"Nov 28, 2022 · 03:23 pm",https://scroll.in/latest/1038500/gujarat-assembly-polls-former-bjp-minister-jay-narayan-vyas-joins-congress,"Former Gujarat minister and Bharatiya Janata Party leader Jay Narayan Vyas joined the Congress on Monday, three days before the first phase of Assembly polls in the state.
Sameer Vyas, son of Jay Narayan Vyas, also joined the party at an event that was attended by Congress President Mallikarjun Kharge and Rajasthan Chief Minister Ashok Gehlot in Ahmedabad.
Jay Narayan Vyas had quit the BJP on November 5. “People sitting in the organisation are desirous of fighting elections and are indulging in factionalism,” the former minister had told ANI. “They are targeting leaders one by one in order to remove and replace them.”
At the time, the 75-year-old had said that he will contest the elections from Sidhpur constituency but not as an Independent candidate.
On Monday, Jay Narayan Vyas said that BJP’s decision to replace Gujarat chief ministers over the last few years and to change the entire Cabinet in 2021 was not in the interest of the state, reported PTI.
“I felt this party [Congress] does not think about keeping a person at the center, even elects its presidents through a democratic process and only one name is not used for the post,” the politician told PTI. “Only the Congress functionaries decide who should be the leader, and no external factor like the Sangh is involved.”
ભારતીય રાષ્ટ્રીય કોંગ્રેસના અધ્યક્ષ શ્રી મલ્લિકાર્જુન ખડગેજીની અમદાવાદ રાજીવ ભવન ખાતે પ્રેસ વાર્તા : શ્રી @kharge જી #GujaratWithCongress https://t.co/EhKq4OPloI
— Gujarat Congress (@INCGujarat) November 28, 2022
Monday’s development came after the BJP suspended 19 of its party leaders last week for filing nominations as Independent candidates to contest the polls.
The suspended BJP leaders include former MLAs Harshad Vasava, an Adivasi leader contesting from the Nandod Assembly seat in Narmada district, Arvind Ladani from Keshod constituency in Junagadh, Dinesh Patel from the Padra Assembly constituency, Madhu Shrivastav from Waghodia and Kuldeepsinh Raulji from Savli.
The second phase of Assembly polls in Gujarat will be held on December 5, while the results will be declared on December 8 along with the Himachal Pradesh Assembly elections.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183532-ewamtygmrr-1669627441.jpeg
"Gujarat elections: EC flags ‘urban apathy’, appeals for larger turnout in second phase","Dec 04, 2022 · 01:23 pm",https://scroll.in/latest/1038986/gujarat-elections-ec-flags-urban-apathy-appeals-for-larger-turnout-in-second-phase,"The Election Commission of India on Saturday urged citizens in urban segments of Gujarat to vote in large numbers in the second phase of the elections to “compensate for low voting” in the first leg of the polls.
The poll panel rued that urban apathy “continues unabated from Shimla to Surat”.
The first phase of the Gujarat elections, which was held on December 1, registered a turnout of 63.14%, PTI reported. In the 2017 Assembly elections, the figure for the first phase was 66.75%.
The Himachal Pradesh elections, held on November 12, saw a record turnout of 75.6%. The Shima constituency recorded the lowest turnout of 62.53%.
On Saturday, Chief Election Commissioner Rajiv Kumar urged voters to cast their ballots in large numbers in the second phase of the Gujarat elections on December 5. “The possibility of surpassing 2017 voting percentage now lies in their increased participation only,” the poll panel said.
Urban apathy continues unabated from Shimla to Surat. ECI appeals to voters of Gujarat to come out in large numbers during second phase to compensate for low voting in 1st phase @CEOGujarat @PIBHindi @DDNewslive @airnewsalerts@PIBAhmedabad @rajivkumarec https://t.co/BJTdjDpPOj
— Spokesperson ECI (@SpokespersonECI) December 3, 2022
The Election Commission said that there was a “conspicuous gap” between rural and urban constituencies in terms of voter turnout.
“The gap of voter turnout is as wide as 34.85% if it is compared in rural constituency of Dediapada in Narmada district which has recorded 82.71% and that in urban AC of Gandhidham in Kuchchh district which has witnessed 47.86% of voter turnout,” it said. “Also, average turnout in important urban areas is lower than turnout in rural constituencies.”
The poll panel noted that the voting percentage declined in all three Assembly constituencies in the Rajkot city as compared to the 2017 elections. The decline in Rajkot West was “very sharp” at 10.56%, it said.
The Election Commission said that all seats in Gujarat that recorded a turnout of more than 65% were rural ones, whereas not even a single urban constituency crossed the 65% mark.
“To address the urban apathy trend across the country, the Commission has directed all CEOs [Chief Electoral Officers] to identify low voter turnout ACs and Polling stations to ensure targeted awareness interventions to increase voting percentage,” the poll panel said.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/183841-uhqotlumbf-1670139200.jpg
Sukhvinder Singh Sukhu to be next Himachal Pradesh chief minister,An hour ago,https://scroll.in/latest/1039383/sukhvinder-singh-sukhu-to-be-next-himachal-pradesh-chief-minister,"Congress MLA Sukhvinder Singh Sukhu was on Saturday named the Himachal Pradesh chief minister, reported ANI.
Party leader Mukesh Agnihotri will be Sukhu’s deputy, Chhattisgarh Chief Minister Bhupesh Baghel announced. The decision was taken at a Congress legislature party meeting held on Saturday evening.
The oath taking ceremony will be held on Sunday at 11 am, Baghel added.
The Congress on Thursday won the state Assembly elections by securing 40 out of 68 seats. The Bharatiya Janata Party won 25 seats, while Independent candidates secured victories in the remaining three constituencies.
Sukhu, who was elected as an MLA from Nadaun in Hamirpur district, was the party’s campaign committee chief in Himachal Pradesh. He is also the former chief of the Congress state unit and is considered close to party MP Rahul Gandhi, reported NDTV.
On Saturday, Sukhu thanked party leaders Sonia Gandhi, Rahul Gandhi, Priyanka Gandhi and the state residents, reported ANI. Our govt will bring change. He said that it is his responsibility to fulfil the promises made to the residents and that his government will work for the development of the state.
“I started my political career at the age of 17 years,” he added. “I will never be able to forget what the Congress party has done for me.”
Meanwhile, supporters of Congress MP Pratibha Singh staged a protest after speculation grew that Sukhu would be named the as the next chief minister.
#WATCH | Supporters of Himachal Pradesh Congress president Pratibha Virbhadra Singh raise slogans in Shimla pic.twitter.com/zfeh5vODwp
— ANI (@ANI) December 10, 2022
Singh was being seen as the most-likely contender for the top post. A Lok Sabha MP, Singh did not contest the polls but led the party as its state unit chief. She claims the support of MLAs loyal to her husband Virbhadra Singh, who died in July last year.
Agnihotri and five-time MLA Harshwardhan Chauhan were also seen as front runners. Given a varied number of options for the top post, the Congress had feared horse-trading as the party saw itself emerging as the winner during the counting of votes on Thursday.
With the victory in the elections, the hill state has continued its tradition of voting out incumbent governments after each term. The last time that the state voted an incumbent government back to power was in 1985.
While the Congress surged comfortably ahead of the BJP in terms of seats, it was only marginally ahead in terms of vote share. The Congress got 43.9% of the votes, while the BJP received 43% of the popular mandate.
As it became clear that the Congress would wrest control of the state, Chief Minister Jairam Thakur tendered his resignation to Governor Rajendra Arlekar. He asserted that he would never stop working for the development of the state’s residents.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/184171-fkqrurvgdi-1670681710.jpg
"The big news: Bilkis Bano says she will ‘stand and fight again’, and nine other top stories","Dec 01, 2022 · 09:22 pm",https://scroll.in/latest/1038818/the-big-news-bilkis-bano-says-she-will-stand-and-fight-again-and-nine-other-top-stories,"A look at the top headlines of the day:
‘I will stand and fight again,’ says Bilkis Bano on premature release of convicts: She has approached the Supreme Court challenging the remission of 11 men convicted and sentenced to life for raping her and murdering her family members.
Israeli director stands by comments on ‘Kashmir Files’ but clarifies he didn’t want to insult anyone: Nadav Lapid said that he had ‘never denied the tragedy of Kashmir’ or the suffering of the residents of the region.
Voter turnout of 59.24% recorded in first phase of Gujarat polls: The second phase will take place on on December 5, while the results will be declared on December 8.
GST collection for November stands at Rs 1.45 lakh crore – 11% more than last year: However, the revenue was 4% below the figure from October.
Mangaluru autorickshaw blast case handed over to National Investigation Agency: The Karnataka Police had described the explosion as an ‘act of terror’.
Delhi Police challenge order clearing Shashi Tharoor in Sunanda Pushkar death case: The Congress MP’s lawyer told the Delhi High Court that there has been a 15-month delay in filing of the appeal against the trial court order.
Pro-Kannada groups protest in Belagavi after student was allegedly beaten for waving Karnataka flag: The college, where the attack took place, is reviewing the incident.
Two arrested for molesting South Korean YouTuber in Mumbai: They were sent to one-day police custody.
Order limiting protests to Bengaluru’s Freedom Park doesn’t apply to celebratory march, says HC: The police had banned the Bengaluru Pride march citing the order from August.
All-women bench set up in Supreme Court – only third time in history: A bench of Justices Hima Kohli and Bela M Trivedi will hear petitions involving matrimonial disputes and bail matters.",https://d1u4oo4rb13yy8.cloudfront.net/article/57394-wwpnuuuvzj-1493885088.jpg
Delhi HC orders blocking of sexually explicit video purportedly of judicial officer,"Dec 01, 2022 · 10:21 am",https://scroll.in/latest/1038743/delhi-hc-orders-blocking-of-sexually-explicit-video-purportedly-of-judicial-officer,"The Delhi High Court on Wednesday directed social media platforms to stop the circulation of a sexually explicit video in which a judicial officer is purportedly seen with a woman, Bar and Bench reported.
In an urgent hearing, a single-judge bench of Justice Yashwant Varma ordered social media platforms to ensure that the video is not shared, distributed, forwarded or posted any further.
“Bearing in mind the sexually explicit nature of the contents of that video and taking into consideration the imminent, grave and irreparable harm that is likely to be caused to the privacy rights of the plaintiff an ad interim ex parte injunction is clearly warranted,” Justice Varma said in his order.
The court was hearing a plea filed by the woman purportedly seen in the video, which is being widely shared on social media. She alleged that the video is fabricated.
At Wednesday’s hearing, Justice Verma noted that the court had taken cognisance of the video on November 29 and the registrar had asked the central government to block it, according to Live Law. The judge then ordered the Ministry of Electronics and Information Technology to take all steps as directed by the registry and file a compliance report.
The court will hear the case next on December 9.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/137394-gklyvowzhe-1591323532.jpg
"Karnataka Waqf Board to start schools and colleges for girls, hijab to be allowed","Dec 01, 2022 · 04:27 pm",https://scroll.in/latest/1038777/karnataka-waqf-board-to-start-schools-and-colleges-for-girls-hijab-to-be-allowed,"The Karnataka Waqf Board is planning to set up schools and colleges for girls and women in ten districts of the state, The Indian Express reported on Thursday.
The chairperson of the board, Moulana Shafi Saadi, said that students will be allowed to wear hijab in the institutions.
Saadi said that the proposal was not linked to protests in the state seeking the right to wear hijabs in educational institutions, India Today reported.
“This decision was taken before,” he said. “Everybody is allowed to get admission to this college. There will be general school and college rules and it will follow university guidelines.”
The schools and colleges will be set up in the districts of Mangaluru, Udupi, Kodagu, Shivamogga, Chitradurga, Bagalkote, Vijayapura, Kalburgi, Chikkodi, and Nippani.
The institutions will offer education from the kindergarten level to the professional degree level. The institutions will be constructed on Waqf land for Rs 25 crore, which will be borne by the board.
A waqf is a property given for a religious, educational or charitable cause by Muslims. In India, waqfs are governed under the Waqf Act, 1995. Each state has a Waqf Board led by a legal entity, which is vested with the power to acquire, hold and transfer property.
Commenting on the Karnataka Waqf Board’s proposal, Sanjay Badaskar, a member of the Vishwa Hindu Parishad, questioned the rationale behind setting up such institutions.
“Aren’t there enough government schools and minority schools in the state?” he asked, according to The Indian Express. “What is the need to establish more schools that will be run by Muslims? This is nothing but another form of the madrasa and a form of polarization. Allowing hijabs in such institutions is to make their narrative stronger.”
Badaskar claimed that Hindu students and staff members would face discrimination in institutions set up by the Waqf Board. “We will oppose this tooth and nail,” he said.
Hijab protests

On February 5, the Karnataka government passed an order to ban clothes that “disturb equality, integrity and public order” in educational institutions. This was after students in many parts of the state were barred from attending classes while wearing hijabs.
On October 13, the Supreme Court delivered a split verdict on a group of petitions that challenged the order.",https://s01.sgp1.cdn.digitaloceanspaces.com/article/171287-cmtxoetpkz-1646841858.jpg
