News Title,News Links,Content inside the News
‘Don’t watch if you dislike’:SC to petitioner who sought damages for YouTube ads,https://www.hindustantimes.com/india-news/dont-watch-if-you-don-t-like-sc-to-petitioner-who-sought-damages-for-youtube-ads-101670568898467.html,"The Supreme Court on Friday imposed a penalty of ₹25,000 on a man who demanded compensation from Google as he could not crack a competitive exam because of explicit advertisements on the company-owned YouTube.
The bench of justices Sanjay Kishan Kaul and AS Oka called the plea “one of the most atrocious petitions” and a “gross abuse” of a public interest litigation.
Also Read | Centre’s conditions to select ad hoc judges cumbersome: Supreme Court
“If you don’t like an ad, don’t watch it. Why watch an ad if it distracts you? These kinds of petitions are utter wastage of judicial time. We dismiss the petition with a cost of ₹25,000 to be deposited within four weeks with the mediation centre of the Supreme Court,” the bench said in its order.
The court had initially slapped a penalty of ₹1 lakh on petitioner Anand Kishore Choudhary, but later reduced the amount after he tendered an apology. Choudhary also requested the bench to let him go.
Also Read | Supreme Court mobile 2.0 app for android users launched: A lowdown
“We won’t let you simply withdraw without a fine. This is only for the sake of publicity that you filed a petition,” the bench told the Madhya Pradesh resident.
In his petition, Choudhary claimed that he subscribed to YouTube to prepare for a state police service exam. However, the advertisements with sexual and explicit content on the video sharing platform kept him distracted, because of which could not crack the exam.
Choudhary said that Google must compensate him with ₹75 lakh for the distraction that cost him a job in the Madhya Pradesh police force.
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world.
ABOUT THE AUTHOR
Utkarsh Anand
Utkarsh Anand is Legal Editor at the Hindustan Times. He writes on law, judiciary and governance.
TOPICS
Supreme Court
Youtube"
"'Union minister can't save his booth': AAP, Congress attack Anurag Thakur",https://www.hindustantimes.com/india-news/union-minister-can-t-save-his-booth-aap-congress-attack-anurag-thakur-101670566106026.html,"As the BJP lost all five assembly seats which fall in Union minister Anurag Thakur's Hamirpur, the AAP and the Congress raised questions over the performance of the member of Parliament. Referring to his 'Goli maro' speech in Delhi in 2020, AAP MLA Naresh Balyan said the BJP's wave is such that even a Union minister could not save his booth.
Full coverage of Himachal Pradesh Assembly Election 2022
""BJP lost all 5 seats in the home district of abusive minister Anurag Thakur. He could not even save his booth. Such is the wave of the BJP. They are celebrating after winning in their stronghold so that people do not understand that they lost in two out of three paces,"" Naresh Balyan tweeted. Out of the three elections, BJP retained Gujarat, while Himachal Pradesh voted Congress to power and Delhi elected AAP for the first time to rule the civic body.
""Keeping Satyendar Jain in jail for no crime, BJP asks why AAP lost the wards in his constituency. But no one asks why BJP lost in Anurag Thakur and JP Nadda's Himachal Pradesh even after putting all strength,"" the AAP leader added.
As Anurag Thakur extensively campaigned in Himachal Pradesh, he referred to the work his father Prem Kumar Dhumal did as the chief minister of the state.
भाजपा के इस गालीबाज मंत्री @ianuragthakur के गृह जिले में 5 के सभी 5 सीट पर भाजपा हार गई। अनुराग ठाकुर अपना बूथ भी नही बचा सके। ऐसी लहर है भाजपा की। अपना गढ़ बचा कर जश्न मना रहे ताकि जनता को ये न महसूस होने दे की हम 3 में से 2 जगह हार गए। pic.twitter.com/vLjYZsbqv3
— Naresh Balyan (@AAPNareshBalyan) December 9, 2022
In Himachal Pradesh -

Congress wiped out BJP in many districts with latter scoring a zero

Congress won all of those seats where PM Modi campaigned for BJP

BJP scored zero in district Hamirpur, home district of Union Minister 'Goli Maro' wala Anurag Thakur
— Gaurav Pandhi (@GauravPandhi) December 9, 2022
Congress's Gaurav Pandhi said Congress won all the seats when PM Modi campaigned and the party wiped out BJP in many districts. ""BJP scored zero in district Hamirpur, home district of Union Minister Goli Maro wala Anurag Thakur,"" he tweeted.
The Congress wrested Himachal Pradesh by winning 40 seats and a vote share of 43 per cent. The BJP won 25 and three seats went to the independents.
Anurag Thakur on Thursday said he accepts people's mandate in Himachal Pradesh. ""We fully respect the mandate given to the BJP in Himachal Pradesh. New dimensions of development were established in Himachal Pradesh under the leadership of Chief Minister Jai Ram Thakur and we hope that the new Congress government will also be dedicated to the development of Himachal,"" he said.
""Whatever may be the result, we will always remain in the role of a servant in the service of the state with full solidarity as before and will stand for the interests of the state,"" he said.
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world.
ABOUT THE AUTHOR
Poulomi Ghosh
Poulomi Ghosh is a journalist with Hindustan Times, New Delhi.
TOPICS
Anurag Thakur
Himachal Pradesh Election
Bjp"
"RTI is not applicable to collegium’s consultation, discussion: Supreme Court",https://www.hindustantimes.com/india-news/rti-is-not-applicable-to-collegium-s-consultation-discussion-supreme-court-101670564938419.html,"Only a resolution drawn and signed by all the judges in the collegium can be said to be the final decision of the collegium, the Supreme Court declared on Friday as it dismissed a petition demanding information about a 2018 collegium meeting under the right to information (RTI) act.
“The collegium is a multimember body whose decision is in the form of a resolution. Until a resolution is drawn and signed by all the members of the collegium, it cannot be said to be a final decision. Whatever is arrived at during the process of consultation, it can at best be said to be a tentative decision,” held a bench of justices MR Shah and CT Ravikumar.
It added that the content of the discussion does not require to come out in the public domain and therefore, the provisions of the RTI Act shall not be applicable to such consultation.
“Only the final decision requires to be uploaded,” said the court, refusing to entertain the petition by RTI activist Anjali Bhardwaj.
Also Read: Collegium system law of the land, comments against it not well taken: Supreme Court
In her plea, Bhardwaj had cited statements and press reports quoting former Supreme Court judge Madan B Lokur according to which the collegium resolution was not uploaded on the SC website despite a decision taken at the meeting on December 12, 2018, to elevate justice Pradeep Nandrajog, the then chief justice of the Rajasthan high court, and justice Rajendra Menon, the then chief Justice of the Delhi high court, as judges to the top court.
According to reports, Justice Lokur, who retired on December 30, 2018, and reportedly took part in the collegium meeting that approved the names of the two high court chief justices, said he was “disappointed” that the decision taken by the collegium on December 12, 2018, was not “followed and put out.”
While hearing the petition on December 2, the bench called itself the “most transparent institution”, adding the collegium system should not be derailed on the basis of statements of “some busybody.”
It further disapproved of adverse comments made by its former judges against the selection mechanism of the collegium, terming it a “fashion”.
Refusing to pay heed to the petitioner’s emphasis on justice Lokur’s statements, it said on that day, “We don’t want to comment on anything said by former members. Nowadays, it has become a fashion for the former members to comment upon the decision when they were part of the collegium.”
Bhardwaj had approached the Supreme Court against the denial of information to her by the top court’s administration regarding the agenda and other pertinent information about the December 2018 collegium meeting. Her appeals before the central information commission (CIC) and the Delhi high court also failed to elicit any positive response.
The Delhi high court, meanwhile affirming the decision of the public information officer of the SC administration earlier this year, held that in the absence of any formal resolution being adopted and signed by the members of the SC collegium for the said meeting, the authorities rightly took the position that there was no material liable to be disclosed. Further, it said that “unsubstantiated and unverified” press reports cannot be taken cognisance of.
Lately, the union government and the Supreme Court seems to be at loggerheads over the collegium system of appointing judges.
While various functionaries such as Vice President Jagdeep Dhankar and union law minister Kiren Rijiju have adversely commented on the system of selecting judges for constitutional courts, a Supreme Court bench has repeatedly pulled up the government over delays in clearing appointments, clarifying the collegium system is the law of the land which the executive is bound to follow.
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world.
ABOUT THE AUTHOR
Utkarsh Anand
Utkarsh Anand is Legal Editor at the Hindustan Times. He writes on law, judiciary and governance."
Parliament LIVE: Uniform Civil Code Bill opposed in RS,https://www.hindustantimes.com/india-news/parliament-updates-third-day-of-winter-session-to-begin-at-11-101670476765961.html,"On Thursday, the Wild Life (Protection) Amendment Bill, 2022, was passed in the Rajya Sabha by a voice vote. It seeks to strengthen the protection of endangered species and enhance punishment for illegal wildlife trade. The bill was cleared by the Lok Sabha on August 2 during the monsoon session.
The Centre also said there is no plan to reintroduce the National Judicial Appointment Commission (NJAC). 
The winter session will continue till December 29 with a total of 17 working days. Centre's agenda for this session includes introducing 16 new bills. 
Follow all the updates here:
Dec 09, 2022 03:48 PM IST
Uniform Civil Code Bill, 2020 opposed in RS
A Private Member’s Bill on Uniform Civil Code introduced by BJP member Kirori Lal Meena in Rajya Sabha amid strong objections from the Opposition. It was introduced after division of votes.
Opposition MPs in Rajya Sabha opposed the introduction of the Bill. 
Dec 09, 2022 03:42 PM IST
Uproar in Rajya Sabha during Question Hour 
Rajya Sabha on Friday witnessed an uproar during the ‘Question Hour’ session over queries on the allocation of foodgrains under the public distribution system.
While responding to the query, union minister of consumer affairs & food and public distribution Piyush Goyal called the (Aam Aadmi Party) AAP, ‘a party of thieves.
Dec 09, 2022 03:32 PM IST
LS takes up discussion under Rule 193 on need to promote sports in India
Lok Sabha on Friday after an interval, resumed proceedings and took up further discussion under Rule 193 on the need to promote sports in India and steps taken by the government.
Dec 09, 2022 03:07 PM IST
Demonetisation failed to meet its objectives: Cong leader Adhir Chowdhury in LS
Congress leader Adhir Ranjan Chowdhury criticised the government's November 2016 decision to demonetise high-value currency notes, claiming the move did not meet the desired goals as cash in circulation and fake currency have gone up.
""The health of the economy is in a bad shape because of demonetisation. Demonetisation was launched with the objective of bringing back black money and stopping fake currency and terrorism. But none of the objectives of demonetisation has been fulfilled,"" Chowdhury said.
Dec 09, 2022 01:56 PM IST
Rajya Sabha adjourned till 2:30 pm
Dec 09, 2022 01:36 PM IST
Lok Sabha adjourned till 2:05 pm
Dec 09, 2022 01:35 PM IST
Constitution (Scheduled Tribes) Order (Third Amendment) Bill introduced in LS
The Constitution (Scheduled Tribes) Order (Third Amendment) Bill was introduced in Lok Sabha on third day of winter session.
Dec 09, 2022 01:06 PM IST
BJP doesn't capture institutions like Congress: Rijiju
Union law minister Kiren Rijiju on the Congress' adjournment motion notice on the Centre's confrontation with the judiciary.
""We aren't like the Congress party that overturns everything and captures institutions. BJP respects all institutions of the country,"" he said.
Dec 09, 2022 12:24 PM IST
Bills likely to be introduced, considered for passing
Bills to be introduced: 
Constitution (Scheduled Tribes) Order (Second Amendment) Bill, 2022
Constitution (Scheduled Tribes) Order (Third Amendment) Bill, 2022
Constitution (Scheduled Tribes) Order (Fourth Amendment) Bill, 2022
Constitution (Scheduled Tribes) Order (Fifth Amendment) Bill, 2022
Bills to be considered/passed:
AntiMaritime Piracy Bill, 2019
Multi-State Co-operative Societies (Amendment) Bill, 2022
Dec 09, 2022 11:38 AM IST
Anti-Maritime Piracy Bill  to be considered today
Among the bills to be taken into consideration and passing today at the parliament are the Anti Maritime Piracy Bill, 2019, the Multi-State Co-operative Societies (Amendment) Bill, 2022.
Among the other Bills that are likely to be introduced are the Constitution (Scheduled Tribes) Order (Second Amendment) Bill, 2022 and the Constitution (Scheduled Tribes) Order (Third Amendment) Bill, 2022, reports PTI.
Dec 09, 2022 11:22 AM IST
Question Hour in Lok Sabha underway 
Dec 09, 2022 11:17 AM IST
Parliament proceedings for both houses begin
Dec 09, 2022 11:10 AM IST
BJP MP gives zero hour notice in RS
BJP MP Harnath Singh Yadav has given Zero Hour Notice in Rajya Sabha to discuss the implementation of Uniform Civil code in the country.
Dec 09, 2022 10:35 AM IST
Congress MP Deepender Hooda gives Suspension of Business Notice in RS
Congress MP Deepender Singh Hooda gives Suspension of Business Notice under rule 267 in Rajya Sabha, to discuss ""Medical Bond Policy implemented in several states, including Haryana, causing a worrisome situation"" and demand that the policy be scrapped.
Dec 09, 2022 10:31 AM IST
Congress MP gives adjournment motion notice in Lok Sabha
Congress MP Manickam Tagore gives adjournment motion notice in Lok Sabha to discuss ""the stand of the Central Govt to scarp the pre-metric scholarship for SC, ST, OBC and minority students from 1st-8th standard from the academic year 2022-23.""
TOPICS
Parliament Session
Parliament"
'No wonder SC thinks…': TMC MP targets Election Commission over leader's arrest,https://www.hindustantimes.com/india-news/no-wonder-sc-thinks-tmc-mp-targets-election-commission-over-leader-s-arrest-101670556277274.html,"Trinamool Congress MP Derek O'Brien targeted the Election Commission over the arrest of the party's national spokesperson Saket Gokhale by Gujarat Police in a fresh case hours after he secured bail in a case related to his tweet about the Morbi bridge collapse tragedy. Gokhale was granted bail after he was produced before the court in Ahmedabad on Thursday following the completion of his police custody but was soon arrested in another case registered by Morbi police.
Saket Gokhale had tweeted a news clipping about information purportedly obtained through the Right to Information (RTI) claiming that Prime Minister Narendra Modi's visit to Morbi after the bridge collapse cost ₹30 crore.
""RTI reveals that Modi’s visit to Morbi for a few hours cost ₹30 cr. Of this, ₹5.5 cr was purely for “welcome, event management, & photography”, Gokhale tweeted.
On Tuesday, the Press Information Bureau tweeted a 'fact check' saying the information was fake. An FIR was registered against Gokhale on the charges of forgery and printing defamatory content and he was arrested on December 6.
“BJP CM and an actor turned BJP MP spread communal bile during Gujarat election. What does EC do ? Look away,” O'Brien said in a tweet in an apparent reference to statements made by Assam chief minister Himanta Biswa Sarma and former Lok Sabha member Paresh Rawal.
“@SaketGokhale of @AITCofficial gets bail in one case filed by Gujarat Police & was on his way to airport. What does EC do? Arrest him,” the Rajya Sabha member further wrote. “No wonder [Supreme Court] thinks EC is stooge”
Also Read | EC selections spark tussle over executive, judicial boundaries
What Supreme Court said
The Supreme Court last month lamented that successive governments have “completely destroyed” the independence of the ECI by ensuring no chief election commissioner (CEC) gets the full six-year term to head the poll body since 1996. A Constitution bench remarked that the absence of a law for appointment of election commissioners (ECs) has resulted in an “alarming trend”.
“It’s a very, very disturbing trend. After TN Seshan (who was CEC for six years between 1990 and 1996), the slide began when no person has been given a full term. What the government has been doing is that because it knows the date of birth, it ensures that anyone who is appointed as the CEC does not get his full six years... Be it the UPA (Congress-led United Progressive Alliance) government or this government, this has been a trend,” said the bench led by justice KM Joseph.
It added: “In this way, the so-called independence, which is just a lip service, is completely destroyed... Particularly in view of the disturbing trend that we have found... nobody can question them since there is no check. This is how the silences of the Constitution can be exploited. There is no law, no check. Everyone has used it to their interest... Pick up someone and give him a highly truncated tenure. He is obligated; does your bidding... we are not saying so but it looks like that.”
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world.
ABOUT THE AUTHOR
Kunal Gaurav
Kunal Gaurav is a multimedia journalist with Hindustan Times, New Delhi. He handles daily editorial operations for the digital news desk, including news tracking, news prioritisation, writing and editing.
TOPICS
Trinamool Leader
Eci
Supreme Court"
"Who is IPS Amit Lodha, facing graft case for Netflix's Khakee? 10 things to know",https://www.hindustantimes.com/india-news/who-is-ips-amit-lodha-facing-graft-case-for-netflix-s-khakee-10-things-to-know-101670558726684.html,"Bihar's IGP (Inspector General of Police) Amit Lodha has hit the headlines for two reasons; first, the much-discussed Netflix series Khakee: The Bihar Chapter drew inspiration from his life and book Bihar Diaries and second, he has been booked by the Special Vigilance Unit of Bihar for allegedly taking money for Khakee. The vigilance unit said as he is still a serving IPS officer and not an established author, he can't sign a deal with a firm for the web series. Amit Lodha has been accused of receiving ₹12,372 from the deal while ₹38.25 lakh was credited to his wife Koumidi's account. The FIR said there was an agreement between the firm and Koumidi to facilitate the ""transaction of illicitly acquired wealth"".
""Sometimes life can throw you the most difficult challenges, particularly when you are right. It's during these times your strength of character is reflected. Need your prayers and support to come out victorious,"" Amit Lodha tweeted after the accusation.
10 things to know about Amit Lodha
1. Born in Jaipur, Amit Lodha studied at IIT Delhi and cracked the entrance on the first attempt.
2. However, his IIT experience was not pleasant as he recounted in an interview. He said he started suffering from an inferiority complex at IIT as he found it difficult to fit in.
3. The uneasiness of the IIT life pushed him towards UPSC and became an IPS officer in 1988.
4. Amit Lodha soon became a celebrated IPS because of his connection with the people.
5. Before being posted to Bihar, he was in Rajasthan. He became instantly popular as he used to tell people to call him directly at his landline number.
6. The case of the 'Gabbar Singh of Sheikhpura' brought Amit Lodha to the national headlines. Amit Lodha tracked the dreaded Mahto gang (Pintu Mahto, Ashok Mahto) who had several cases against them including jailbreak after killing two policemen, the murder of 15 people etc.
7. Amit Lodha was awarded the prestigious President's Police Medal for Meritorious Service, the Police Medal for Gallantry and the Internal Security Medal for several of his operations in his police career.
8. At present, the 48-year-old IPS officer is the IGP (Inspector General of Police)of Bihar.
9. Amit Lodha's book Bihar Diaries (2018) captured his chase of the gang though he did not name Mahto in his book. This book is the inspiration for the Netflix series, Khakee The Bihar Chapter.
10. Lodha's second book is Life in the Uniform published in 2021 where he recounted his journey to UPSC.
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world.
ABOUT THE AUTHOR
Poulomi Ghosh
Poulomi Ghosh is a journalist with Hindustan Times, New Delhi.
TOPICS
Netflix
Bihar"
"Severe cyclone ‘Mandous’ heads for TN coast, may weaken marginally before landfall",https://www.hindustantimes.com/india-news/severe-cyclone-mandous-heads-for-tn-coast-may-weaken-marginally-before-landfall-101670559205664.html,"Severe cyclone ‘Mandous’ is heading towards the Tamil Nadu coast as the latest readings on Friday morning indicate the weather pattern laying over southwest Bay of Bengal, moving nearly west-northwestwards about 240 km north-northeast of Trincomalee (Sri Lanka), 240 km east-northeast of Jaffna (Sri Lanka), 240 km east-southeast of Karaikal and about 320 km south-southeast of Chennai.
It is likely to maintain intensity and clock wind speeds of 85-95 kmph, gusting to 105 kmph, for the next few hours and weaken thereafter into a cyclone.
According to the India Meteorological Department (IMD), it will continue to move west-northwestwards and cross north Tamil Nadu, Puducherry and adjoining south Andhra Pradesh coasts between Puducherry and Sriharikota around Mahabalipuram as a cyclone with a maximum sustained wind speed of 65-75 kmph, gusting to 85 kmph, till early hours of Friday.
Tamil Nadu, Puducherry and south Andhra Pradesh have been put on high alert and asked to brace for heavy rain.
Also Read:Cyclone Mandous: Red alert in 13 Tamil Nadu districts, heavy rain predicted
The storm surge of about 0.6 mts in height above the astronomical tide is likely to inundate low lying areas of north coastal Tamil Nadu and Puducherry at the time of landfall.
“Most atmospheric and oceanic conditions are favourable for cyclogenesis, including sea surface temperature, ocean heat content and energy, so it will gain intensity for tonight. But on Friday, as it moves closer to the land, Mandous will weaken into a cyclone again. We are also expecting dry winds from land to help weaken it,” said M Mohapatra, director general, IMD.
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world."
Gujarat showcases the ‘51 per cent’ politics of BJP,https://www.hindustantimes.com/india-news/gujarat-showcases-the-51-per-cent-politics-of-bjp-101670558268342.html,"After being appointed BJP president for the second time on January 24, 2016, Amit Shah told Hindustan Times that his party will have to devise a strategy of “51 per cent politics” to defeat electoral forces. The now Union home minister said six years ago that the central point of politics had shifted from Congress to BJP, and it will be “BJP versus all” or “Narendra Modi versus all” in future akin to “Congress versus all” or “Indira Gandhi versus all” of the past as adversaries will join hands for political survival.
The Gujarat Assembly election result where BJP managed a mammoth first time 52.5 percent vote share even after ruling the state for six consecutive terms is the ambitious mandate that BJP leadership led by charismatic Prime Minister Narendra Modi and workaholic Amit Shah were working for. The electoral result shows how astute politics and hard work by the highly efficient party machinery can be synergized to deliver beyond the “51 per cent” mandate.
While the Congress has won Himachal Pradesh Assembly election and the AAP has won the MCD local elections in Delhi, the BJP vote share in the hill state is just 0.9 per cent below the winning party and the party has added one more per cent vote in the Delhi municipal elections and gave a tough fight to the winner despite carrying anti-incumbency of past 15 years.
The election results clearly indicate that the BJP leadership has not allowed the party to be jaded in Gujarat by infusing fresh political blood, new jobs and state pride linked initiatives while keeping the law and order situation under control. The belief that PM Modi can do nothing wrong for Gujarat backed by well-oiled party machinery has given yet another ruling mandate to the party with an overwhelming vote share.
While the BJP leadership knew that it was facing an uphill task in Himachal Pradesh after the party lost the Mandi Lok Sabha seat and three Assembly seats last November, the party did not let go of the fight till the end in a state that is known to change its rulers after every five years. The central leadership sent national vice president Saudan Singh to Shimla as early as April-May to sharpen the electoral campaigning in the hill state. Despite facing traditional anti-incumbency, the results show that the party did very well in the Mandi segment and just lost by 0.9 per cent vote. The fact is that if the AAP party had put the same effort in Himachal as it had put in Gujarat, it would have cut into anti-BJP votes and the results would have been different.
The electoral wins in Rampur Assembly bye-elections, a bastion of Samajwadi Party’s Azam Khan, and in Kurhani Assembly seat bye-elections in Bihar, where all parties ganged up against the BJP, show that the right-wing conservative party is relentlessly working 24 X 7 and 365 days a year. The fact is that while Amit Shah stayed in Gujarat to lead the party on the ground in the run-up to Gujarat, PM Modi was following a back-breaking schedule by taking a series of meetings in the PMO in Delhi and then addressing rallies all over the state.
Although municipal elections are no match for Assembly or Parliament elections, the BJP pushed all its big guns on ground from party President J P Nadda and senior Cabinet ministers to ensure that the party’s vote share went up by one per cent and stood up to the ruling AAP party with its freebies for its voters.
After winning Gujarat hands down, PM Modi addressed jubilant party workers on Thursday evening where he cautioned against political adversaries and their force multipliers. He also gave the vision of “Developed India” by 2047 to party supporters. This future challenge caters to the aspirational India and throws the political gauntlet at BJP’s adversaries to come up with a better objective for the youth who will vote in 2024.
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world.
ABOUT THE AUTHOR
Shishir Gupta
Author of Indian Mujahideen: The Enemy Within (2011, Hachette) and Himalayan Face-off: Chinese Assertion and Indian Riposte (2014, Hachette). Awarded K Subrahmanyam Prize for Strategic Studies in 2015 by Manohar Parrikar Institute for Defence Studies and Analyses (MP-IDSA) and the 2011 Ben Gurion Prize by Israel.
...view detail
TOPICS
Narendra Modi
Amit Shah
Bjp
+ 3 More"
"Morning brief: IMD's red alert over Cyclone Mandous, and all the latest news",https://www.hindustantimes.com/india-news/morning-brief-imd-s-red-alert-over-cyclone-mandous-and-all-the-latest-news-101670554689495.html,"Here are today’s top news, analysis, and opinion. Know all about the latest news and other news updates from Hindustan Times.
Cyclone Mandous: Red alert in 13 Tamil Nadu districts, heavy rain predicted
Severe cyclonic storm ‘Mandous’ is expected to move west-northwestwards and cross the coast between Puducherry and Sriharikota on the intervening night of December 9-10, according to Indian Meteorological Department. Read more…
They won in Gujarat because...: Uddhav Sena's dig at BJP's Gujarat feat
Maharashtra played a crucial role in BJP's historic win in Gujarat as development projects originally planned to be in Maharashtra eventually went to Gujarat ahead of the election, former Maharashtra chief minister Uddhav Thackeray said on Thursday. Read more…
'Who is responsible? If captain is saying...': Legendary India all-rounder reacts to Rohit's 'half-fit players' remark
The rising number of injury concerns that has plagued Indian cricket in the last year hit another low when three players, including captain Rohit Sharma, were ruled out of the 3rd ODI against Bangladesh. Besides Rohit's dislocated thumb, fast bowlers Kuldeep Sen and Deepak Chahar were the other two casualties. Read more…
Aamir Khan performs kalash puja, Kiran Rao joins him for aarti at his office. See pics
Aamir Khan and ex-wife Kiran Rao performed a puja as per Hindu rituals at the office of Aamir Khan Productions recently. Aamir performed the main puja and was joined by Kiran as they performed the aarti together. Laal Singh Chaddha director Advait Chandan has shared the pictures on his Instagram handle, along with several pictures of other staff members who also took part in the puja. Read more…
Shehnaaz Gill in figure-hugging sequin dress steals the show with MC Square on Bigg Boss 16: Check out pics, videos
Actor and singer Shehnaaz Gill returned to the sets of the reality TV show Bigg Boss 16 last night. Shehnaaz promoted her new song Ghani Syaani with MC Square on the show hosted by Salman Khan. The music video went viral on social media as Shehnaaz's fans were impressed with her Haryanvi accent. And on Thursday night, she made them swoon with her shimmering look in a strapless figure-hugging ensemble. Keep scrolling to check out the pictures and videos. Read more…
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world."
Limited herbicide usage to seed production in case of GM mustard: Centre to RS,https://www.hindustantimes.com/india-news/limited-herbicide-usage-to-seed-production-in-case-of-gm-mustard-centre-to-rs-101670556720141.html,"Use of herbicide glufosinate ammonium in genetically modified mustard DMH 11 will be limited to seed production stage by the seed producing company and not during commercial cultivation, union environment ministry informed Rajya Sabha on Thursday.
Minister of state for MoEFCC (Ministry of Environment, Forest and Climate Change of India), Ashwini Kumar Choubey said this in response to a question by Aneel Prasad Hegde, MP from Bihar.
Hegde had asked two questions, first, whether the bar gene in parental lines and hybrid offspring of Delhi University’s GM mustard confers herbicide tolerance to genetically modified mustard plants and whether India has put into place regulatory protocols to specifically test for the safety of HT GM crops as opposed to any other GM crop 3.
Also Read:Bihar: Ex-agri minister urges CM Nitish Kumar to ban GM mustard; threatens stir
“The bar gene in Mustard hybrid DMH-11 is expressed which encodes phosphinothricin N-acetyl transferase enzyme that confers resistant to herbicide glufosinate ammonium. Genetically Modified (GM) Hybrid Mustard DMH11 has not been approved for Herbicide Tolerant (HT) trait but for a GM technology for hybrid seed production,” Choubey said in reply.
“The HT characteristic/trait present in the GM mustard hybrid seed is essential for eliminating fertile plants that are not transgenic in the hybrid seed production plots to maintain the purity of hybrid seed. The use of herbicide will be limited to seed production stage by the seed producing company/institute and not during the commercial cultivation of DMH-11 by the farmers. The use of herbicide will be after obtaining label claim and approval from Central Insecticide Board & Registration Committee (CIB&RC). The biosafety research trials including environmental safety studies have been conducted for transgenic mustard hybrid DMH-11 …the issue of environmental release of GM Mustard is under adjudication in the Writ Petition (Civil) 115/2004 and Writ Petition(Civil) 260 of 2005 titled as Gene Campaign Vs. UoI & Ors. and Aruna Rodrigues Vs. UoI & Ors., respectively before the Hon’ble Supreme Court of India,” he added.
On December 5, over 100 medical professionals from different disciplines wrote to PM Narendra Modi about the concerns around the herbicide tolerant quality of DMH 11.
“In the case of GM mustard, a patently untenable claim is being made including in submissions to the Supreme Court that the herbicide glufosinate will only be used for seed production and that farmers will be prevented by legislation from spraying it for weed control. Illegal HT cotton and illegal spraying of the dangerous herbicide glyphosate has been taking place for the past decade or more, without Governments being able to stop it. Once environmentally released, GM mustard will spread and so will the use of glufosinate. Our entire population consumes mustard as seeds, leaves and oil. As medical professionals, we feel it is our duty to warn about the serious adverse impacts of Herbicide Tolerant GM crops,” they wrote in the letter.
According to US based non-profit Beyond Pesticides, herbicide tolerant crops are designed to tolerate specific broad-spectrum herbicides, which kill the surrounding weeds, but leave the cultivated crop intact. In case of DMH 11, that herbicide is glufosinate ammonium.
In response to another query on GM Mustard, Choubey said, “Globally Genetically Engineered (GE) crops are cultivated in 190.5 million ha of which HT crops occupy 85.1 million hectares i.e., about 45% of the global transgenic crop area. In USA, HT corn, HT cotton and HT soybean area increased and over the past 25 years, and today more than 90% of area under these crops are HT varieties.”
Get Latest India Newsalong with Latest Newsand Top Headlinesfrom India and around the world."
